"Num_Acc";"id_usager";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"202200011624";"1 072 269";"793 257";"B01";"1";"1";"4";"1";"1991";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011624";"1 072 271";"793 259";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200011625";"1 072 266";"793 256";"A01";"10";"3";"3";"2";"1950";"3";"0";" -1";" -1";"3";"3";"1"
"202200011625";"1 072 267";"793 256";"A01";"1";"1";"1";"1";"1961";"0";"1";"0";" -1";"0";"0";" -1"
"202200011626";"1 072 262";"793 253";"A01";"10";"3";"4";"2";"1990";"0";"0";" -1";" -1";"3";"3";"1"
"202200011626";"1 072 263";"793 253";"A01";"1";"1";"1";"1";"1974";"1";"2";"6";" -1";" -1";" -1";" -1"
"202200011627";"1 072 264";"793 254";"B01";"1";"1";"1";"1";"1982";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011627";"1 072 265";"793 255";"A01";"1";"1";"3";"1";"1980";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011628";"1 072 260";"793 252";"A01";"1";"1";"4";"1";"1966";"0";"2";"8";" -1";" -1";" -1";" -1"
"202200011629";"1 072 259";"793 251";"A01";"10";"3";"4";"1";"1971";"0";"0";" -1";" -1";"2";"3";"1"
"202200011629";"1 072 261";"793 251";"A01";"1";"1";"1";"1";"1993";"0";"1";"0";" -1";"0";"0";" -1"
"202200011630";"1 072 258";"793 250";"A01";"1";"1";"4";"1";"1964";"0";"2";"6";" -1";" -1";" -1";" -1"
"202200011631";"1 072 256";"793 249";"A01";"10";"3";"4";"2";"1954";"3";"0";" -1";" -1";"3";"3";"2"
"202200011631";"1 072 257";"793 249";"A01";"1";"1";"1";"1";"1955";"3";"1";"8";" -1";" -1";" -1";" -1"
"202200011632";"1 072 253";"793 247";"A01";"10";"3";"4";"1";"1941";"0";"0";" -1";" -1";"3";"3";"1"
"202200011632";"1 072 254";"793 247";"A01";"1";"1";"1";"1";"1996";"4";"1";"8";" -1";"0";"0";" -1"
"202200011633";"1 072 251";"793 245";"A01";"1";"1";"1";"1";"1993";"1";"1";"0";" -1";" -1";" -1";" -1"
"202200011633";"1 072 252";"793 246";"B01";"1";"1";"4";"2";"1990";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011633";"1 072 255";"793 248";"C01";"1";"1";"1";"1";"1963";"4";"1";"0";" -1";" -1";" -1";" -1"
"202200011634";"1 072 247";"793 242";"A01";"10";"3";"4";"2";"1990";"5";" -1";" -1";" -1";"8";"8";"1"
"202200011635";"1 072 246";"793 241";"A01";"1";"1";"4";"2";"1991";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011635";"1 072 248";"793 243";"B01";"1";"1";"1";"1";"1965";"9";"8";"0";" -1";" -1";" -1";" -1"
"202200011636";"1 072 244";"793 240";"A01";"10";"3";"4";"2";"2000";"1";"8";" -1";" -1";"3";"3";"1"
"202200011636";"1 072 245";"793 240";"A01";"1";"1";"1";"1";"1974";"0";"8";" -1";" -1";"0";"0";" -1"
"202200011637";"1 072 241";"793 237";"A01";"1";"1";"4";"1";"2001";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200011637";"1 072 242";"793 238";"B01";"1";"1";"1";"1";"1971";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011637";"1 072 243";"793 239";"C01";"1";"1";"1";"2";"1999";"5";"1";"4";" -1";" -1";" -1";" -1"
"202200011638";"1 072 240";"793 236";"A01";"1";"1";"4";"1";"2000";"1";"2";" -1";" -1";" -1";" -1";" -1"
"202200011639";"1 072 235";"793 234";"A01";"1";"1";"1";"2";"1985";"3";"1";"0";" -1";" -1";" -1";" -1"
"202200011639";"1 072 237";"793 234";"A01";"10";"3";"4";"1";"1957";"0";"0";" -1";" -1";"3";"3";"2"
"202200011639";"1 072 238";"793 234";"A01";"10";"3";"4";"1";"1925";"0";"0";" -1";" -1";"3";"3";"2"
"202200011640";"1 072 236";"793 233";"A01";"1";"1";"1";"1";"1996";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200011640";"1 072 239";"793 235";"B01";"1";"1";"4";"1";"1999";"5";"2";"0";" -1";" -1";" -1";" -1"
"202200011641";"1 072 232";"793 232";"Z01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200011641";"1 072 234";"793 232";"Z01";"10";"3";"4";"1";"1987";"0";"0";" -1";" -1";"1";"3";"1"
"202200011642";"1 072 231";"793 231";"A01";"1";"1";"1";"1";"1983";"5";"1";"0";" -1";" -1";"0";" -1"
"202200011642";"1 072 233";"793 231";"A01";"10";"3";"2";"1";"1946";"5";"0";" -1";" -1";"3";"3";"1"
"202200011643";"1 072 228";"793 229";"A01";"1";"1";"4";"2";"1976";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202200011643";"1 072 229";"793 230";"B01";"1";"1";"1";"1";"1991";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202200011643";"1 072 230";"793 230";"B01";"4";"2";"1";"2";"2022";"9";"3";" -1";" -1";" -1";" -1";" -1"
"202200011644";"1 072 224";"793 226";"A01";"2";"2";"4";"1";"2007";"5";"2";"0";" -1";" -1";" -1";" -1"
"202200011644";"1 072 225";"793 226";"A01";"1";"1";"3";"1";"2007";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200011645";"1 072 226";"793 227";"A01";"1";"1";"1";"1";"1982";"4";"1";"0";" -1";" -1";" -1";" -1"
"202200011645";"1 072 227";"793 228";"B01";"1";"1";"4";"1";"1996";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011646";"1 072 223";"793 225";"A01";"1";"1";"4";"2";"1976";"0";"1";"8";" -1";" -1";" -1";" -1"
"202200011647";"1 072 217";"793 222";"A01";"1";"1";"4";"1";"1989";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011647";"1 072 221";"793 223";"C01";"1";"1";"1";"2";"1964";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011647";"1 072 222";"793 224";"B01";"1";"1";"1";"2";"1958";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011648";"1 072 212";"793 220";"B01";"3";"2";"4";"2";"2005";"0";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 213";"793 220";"B01";"4";"2";"4";"2";"2005";"5";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 214";"793 220";"B01";"2";"2";"1";"1";"1978";"5";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 215";"793 220";"B01";"1";"1";"1";"1";"1972";"5";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 216";"793 221";"A01";"3";"2";"1";"1";"2010";"0";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 218";"793 221";"A01";"4";"2";"1";"2";"2007";"5";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 219";"793 221";"A01";"2";"2";"1";"2";"1980";"5";"1";"0";" -1";"0";"0";" -1"
"202200011648";"1 072 220";"793 221";"A01";"1";"1";"1";"1";"1981";"5";"1";"0";" -1";"0";"0";" -1"
"202200011649";"1 072 211";"793 219";"A01";"1";"1";"4";"2";"1995";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011650";"1 072 210";"793 218";"A01";"1";"1";"4";"1";"2003";"1";"8";"0";" -1";"0";"0";" -1"
"202200011651";"1 072 205";"793 217";"A01";"1";"1";"4";"2";"1991";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011651";"1 072 208";"793 217";"A01";"2";"2";"1";"2";"2021";"0";"3";"0";" -1";" -1";" -1";" -1"
"202200011651";"1 072 209";"793 217";"A01";"10";"3";"3";"1";"2010";"2";"0";" -1";" -1";"5";"2";"1"
"202200011652";"1 072 204";"793 215";"A01";"1";"1";"1";"1";"2001";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200011652";"1 072 206";"793 216";"B01";"1";"1";"4";"1";"1997";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011652";"1 072 207";"793 216";"B01";"2";"2";"4";"2";"1998";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011653";"1 072 203";"793 214";"A01";"1";"1";"4";"1";"1971";"1";"2";"6";" -1";" -1";" -1";" -1"
"202200011654";"1 072 201";"793 212";"A01";"1";"1";"4";"1";"2005";"9";"8";" -1";" -1";" -1";" -1";" -1"
"202200011654";"1 072 202";"793 213";"B01";"1";"1";"1";"2";"2002";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200011655";"1 072 198";"793 209";"A01";"1";"1";"4";"1";"1998";"0";"2";"6";" -1";"0";"0";" -1"
"202200011655";"1 072 199";"793 210";"B01";"1";"1";"1";"1";"1992";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011656";"1 072 197";"793 208";"B01";"1";"1";"3";"1";"1998";"0";"2";"6";" -1";" -1";" -1";" -1"
"202200011656";"1 072 200";"793 211";"A01";"1";"1";"1";"1";"1975";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202200011657";"1 072 194";"793 206";"A01";"10";"3";"4";"1";"1981";"9";"0";" -1";" -1";"4";"3";"1"
"202200011657";"1 072 195";"793 206";"A01";"1";"1";"1";"1";"1969";"9";"1";" -1";" -1";"0";"0";" -1"
"202200011658";"1 072 190";"793 204";"B01";"2";"2";"4";"1";"1992";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200011658";"1 072 191";"793 204";"B01";"1";"1";"4";"2";"1964";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200011658";"1 072 192";"793 205";"A01";"4";"2";"1";"1";"2017";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011658";"1 072 193";"793 205";"A01";"1";"1";"1";"1";"1979";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200011659";"1 072 186";"793 203";"A01";"10";"3";"3";"1";"2017";"0";"0";" -1";" -1";"1";"3";"2"
"202200011659";"1 072 187";"793 203";"A01";"4";"2";"1";"2";"1951";"0";"1";" -1";" -1";"0";"0";" -1"
"202200011659";"1 072 188";"793 203";"A01";"2";"2";"1";"2";"1953";"0";"1";" -1";" -1";"0";"0";" -1"
"202200011659";"1 072 189";"793 203";"A01";"1";"1";"1";"1";"1951";"0";"1";" -1";" -1";"0";"0";" -1"
"202200011660";"1 072 181";"793 199";"B01";"1";"1";"3";"1";"2002";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011660";"1 072 182";"793 201";"A01";"1";"1";"1";"1";"1964";"1";"1";"0";" -1";" -1";" -1";" -1"
"202200011661";"1 072 176";"793 196";"A01";"1";"1";"1";"1";"1983";"0";"1";"0";" -1";"0";"0";" -1"
"202200011661";"1 072 178";"793 198";"B01";"2";"2";"4";"2";"1994";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011661";"1 072 179";"793 198";"B01";"1";"1";"4";"2";"2003";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011662";"1 072 177";"793 197";"B01";"2";"2";"1";"2";"1992";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011662";"1 072 180";"793 197";"B01";"1";"1";"1";"1";"1993";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011662";"1 072 183";"793 200";"A01";"1";"1";"3";"1";"1990";"0";"2";"6";" -1";" -1";" -1";" -1"
"202200011663";"1 072 174";"793 194";"A01";"1";"1";"4";"1";"2002";"0";"2";"0";" -1";"0";"0";" -1"
"202200011663";"1 072 175";"793 195";"B01";"1";"1";"1";"1";"1986";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011664";"1 072 172";"793 192";"B01";"1";"1";"1";"1";"1998";"4";"1";" -1";" -1";" -1";" -1";" -1"
"202200011664";"1 072 173";"793 193";"A01";"1";"1";"3";"1";"1996";"0";"8";" -1";" -1";" -1";" -1";" -1"
"202200011665";"1 072 170";"793 190";"A01";"1";"1";"1";"1";"1993";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011665";"1 072 171";"793 191";"B01";"1";"1";"4";"2";"1952";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011666";"1 072 166";"793 186";"A01";"1";"1";"4";"1";"2004";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011666";"1 072 168";"793 188";"B01";"1";"1";"1";"1";"1937";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011667";"1 072 167";"793 187";"A01";"1";"1";"1";"1";"2003";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200011667";"1 072 169";"793 189";"B01";"1";"1";"4";"2";"1988";"4";"1";" -1";" -1";" -1";" -1";" -1"
"202200011668";"1 072 163";"793 183";"B01";"1";"1";"1";"1";"1957";"0";"1";"8";" -1";" -1";" -1";" -1"
"202200011668";"1 072 165";"793 185";"A01";"1";"1";"4";"1";"2011";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011669";"1 072 162";"793 182";"A01";"1";"1";"1";"1";"1998";"9";"8";"0";" -1";" -1";" -1";" -1"
"202200011669";"1 072 164";"793 184";"B01";"1";"1";"4";"2";"2003";"9";"1";"0";" -1";" -1";" -1";" -1"
"202200011670";"1 072 160";"793 180";"B01";"1";"1";"4";"2";"1951";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200011670";"1 072 161";"793 181";"A01";"1";"1";"1";"1";"1972";"9";"2";"6";" -1";" -1";" -1";" -1"
"202200011671";"1 072 158";"793 179";"A01";"10";"3";"4";"1";"2009";"0";"0";" -1";" -1";"2";"3";"1"
"202200011671";"1 072 159";"793 179";"A01";"1";"1";"1";"1";"1988";"1";"1";" -1";" -1";" -1";" -1";" -1"
"202200011672";"1 072 156";"793 177";"B01";"1";"1";"4";"1";"1969";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011672";"1 072 157";"793 178";"A01";"1";"1";"1";"1";"1955";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011673";"1 072 153";"793 175";"A01";"10";"3";"3";"1";"1992";"5";"0";" -1";" -1";"2";"5";"1"
"202200011673";"1 072 154";"793 175";"A01";"1";"1";"1";"2";"2002";"1";"1";"0";" -1";" -1";" -1";" -1"
"202200011674";"1 072 152";"793 174";"A01";"1";"1";"1";"1";"1964";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200011674";"1 072 155";"793 176";"B01";"1";"1";"4";"1";"1964";"1";"1";" -1";" -1";" -1";" -1";" -1"
"202200011675";"1 072 150";"793 173";"A01";"2";"2";"2";"2";"1998";"5";"2";"8";" -1";" -1";" -1";" -1"
"202200011675";"1 072 151";"793 173";"A01";"1";"1";"3";"1";"1997";"5";"2";"8";" -1";" -1";" -1";" -1"
"202200011676";"1 072 148";"793 171";"A01";"1";"1";"4";"1";"1984";"9";"1";"8";" -1";" -1";" -1";" -1"
"202200011677";"1 072 147";"793 170";"B01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200011677";"1 072 149";"793 172";"A01";"1";"1";"4";"1";"1983";"0";"2";"8";" -1";" -1";" -1";" -1"
"202200011678";"1 072 146";"793 169";"A01";"1";"1";"3";"2";"1996";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011679";"1 072 144";"793 167";"A01";"1";"1";"2";"1";"1968";"5";"8";"8";" -1";"0";"0";" -1"
"202200011680";"1 072 143";"793 166";"A01";"1";"1";"4";"1";"1996";"0";"2";"8";" -1";" -1";" -1";" -1"
"202200011680";"1 072 145";"793 168";"B01";"1";"1";"1";"2";"1948";"0";"1";"8";" -1";" -1";" -1";" -1"
"202200011681";"1 072 141";"793 164";"B01";"1";"1";"4";"2";"1960";"1";"8";"0";" -1";"0";"0";" -1"
"202200011681";"1 072 142";"793 165";"A01";"1";"1";"1";"2";"1972";"5";"1";"0";" -1";"0";"0";" -1"
"202200011682";"1 072 136";"793 162";"A01";"1";"1";"4";"1";"2001";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011682";"1 072 139";"793 163";"B01";"1";"1";"1";"2";"1990";"9";"1";"0";" -1";" -1";" -1";" -1"
"202200011682";"1 072 140";"793 163";"B01";"2";"2";"1";"2";"1995";"4";"1";"0";" -1";" -1";" -1";" -1"
"202200011683";"1 072 135";"793 161";"A01";"5";"2";"4";"1";"1995";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011683";"1 072 137";"793 161";"A01";"2";"2";"1";"1";"2001";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011683";"1 072 138";"793 161";"A01";"1";"1";"4";"1";"1994";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011684";"1 072 134";"793 160";"A01";"1";"1";"3";"1";"1969";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200011685";"1 072 132";"793 158";"B01";"1";"1";"4";"1";"1979";"1";"8";" -1";" -1";" -1";" -1";" -1"
"202200011685";"1 072 133";"793 159";"A01";"1";"1";"1";"2";"1991";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011686";"1 072 125";"793 155";"A01";"1";"1";"4";"2";"2000";"0";"1";" -1";" -1";"0";" -1";" -1"
"202200011686";"1 072 126";"793 155";"A01";"10";"3";"4";"2";"2001";"0";"0";" -1";" -1";"5";"2";"3"
"202200011686";"1 072 128";"793 155";"A01";"2";"2";"1";"2";"2000";"5";"1";" -1";" -1";"0";" -1";" -1"
"202200011686";"1 072 129";"793 155";"A01";"10";"3";"1";"2";"2001";"0";"0";" -1";" -1";"5";"2";"3"
"202200011686";"1 072 130";"793 155";"A01";"10";"3";"4";"2";"2000";"0";"0";" -1";" -1";"5";"1";"3"
"202200011687";"1 072 127";"793 156";"A01";"1";"1";"1";"1";"1995";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011687";"1 072 131";"793 157";"B01";"1";"1";"4";"1";"1996";"0";"2";"6";" -1";" -1";" -1";" -1"
"202200011688";"1 072 124";"793 154";"A01";"1";"1";"4";"1";"1976";"5";"2";"0";" -1";" -1";" -1";" -1"
"202200011689";"1 072 122";"793 153";"A01";"1";"1";"1";"1";"2004";"5";"2";"0";" -1";" -1";" -1";" -1"
"202200011689";"1 072 123";"793 153";"A01";"10";"3";"4";"2";"1988";"0";"0";" -1";" -1";"3";"3";"1"
"202200011690";"1 072 120";"793 152";"A01";"2";"2";"3";"1";"1999";"5";"1";" -1";" -1";"0";"0";" -1"
"202200011690";"1 072 121";"793 152";"A01";"1";"1";"3";"1";"1995";"5";"1";" -1";" -1";"0";"0";" -1"
"202200011691";"1 072 119";"793 151";"A01";"1";"1";"2";"1";"1967";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011692";"1 072 117";"793 149";"B01";"1";"1";"4";"1";"1954";"0";"8";" -1";" -1";"0";"0";" -1"
"202200011692";"1 072 118";"793 150";"A01";"1";"1";"1";"1";"1994";"1";"1";" -1";" -1";"0";"0";" -1"
"202200011693";"1 072 115";"793 146";"A01";"1";"1";"1";"1";"1993";"0";"1";"0";" -1";"0";"0";" -1"
"202200011693";"1 072 116";"793 148";"B01";"1";"1";"4";"2";"1957";"0";"1";"0";" -1";"0";"0";" -1"
"202200011694";"1 072 113";"793 145";"A01";"1";"1";"1";"1";"1976";"1";"1";" -1";" -1";"0";"0";" -1"
"202200011694";"1 072 114";"793 147";"B01";"1";"1";"4";"1";"1977";"1";"2";"6";" -1";"0";"0";" -1"
"202200011695";"1 072 109";"793 141";"B01";"1";"1";"4";"1";"1975";"5";"2";"0";" -1";" -1";" -1";" -1"
"202200011695";"1 072 111";"793 143";"A01";"1";"1";"1";"2";"1965";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011696";"1 072 110";"793 142";"A01";"1";"1";"1";"1";"1959";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202200011696";"1 072 112";"793 144";"B01";"1";"1";"4";"1";"1974";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200011697";"1 072 104";"793 137";"A01";"1";"1";"4";"2";"1972";"0";"1";"0";" -1";"0";"0";" -1"
"202200011697";"1 072 105";"793 137";"A01";"2";"2";"1";"1";"2005";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011697";"1 072 108";"793 140";"B01";"1";"1";"1";"1";"1956";"0";"1";"0";" -1";"0";"0";" -1"
"202200011698";"1 072 106";"793 138";"B01";"1";"1";"4";"2";"1987";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011698";"1 072 107";"793 139";"A01";"1";"1";"1";"1";"1987";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011699";"1 072 102";"793 136";"A01";"10";"3";"4";"2";"1973";"5";"0";" -1";" -1";"3";"3";"2"
"202200011699";"1 072 103";"793 136";"A01";"1";"1";"1";"1";"1972";"9";"1";"0";" -1";" -1";" -1";" -1"
"202200011700";"1 072 099";"793 133";"A01";"1";"1";"4";"1";"2002";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200011701";"1 072 100";"793 134";"B01";"1";"1";"3";"1";"2001";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011701";"1 072 101";"793 135";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200011702";"1 072 096";"793 130";"A01";"1";"1";"1";"1";"1987";"9";"8";"0";" -1";" -1";" -1";" -1"
"202200011702";"1 072 098";"793 132";"B01";"1";"1";"3";"1";"1989";"1";"8";"0";" -1";" -1";" -1";" -1"
"202200011703";"1 072 095";"793 129";"A01";"1";"1";"1";"2";"1982";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011703";"1 072 097";"793 131";"B01";"1";"1";"4";"1";"1976";"4";"1";"0";" -1";" -1";" -1";" -1"
"202200011704";"1 072 093";"793 127";"B01";"1";"1";"4";"2";"1997";"9";"8";"0";" -1";" -1";" -1";" -1"
"202200011704";"1 072 094";"793 128";"A01";"1";"1";"1";"2";"2004";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011705";"1 072 088";"793 124";"A01";"10";"3";"4";"1";"1993";"5";"0";" -1";" -1";"3";"3";"1"
"202200011705";"1 072 089";"793 124";"A01";"1";"1";"1";"1";"2003";"5";"8";" -1";" -1";" -1";" -1";" -1"
"202200011706";"1 072 090";"793 125";"A01";"1";"1";"1";"1";"2001";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011706";"1 072 091";"793 126";"B01";"1";"1";"1";"1";"1990";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011706";"1 072 092";"793 126";"B01";"2";"2";"4";"2";"1962";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011707";"1 072 084";"793 121";"C01";"1";"1";"1";"1";"1994";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011707";"1 072 085";"793 122";"B01";"2";"2";"1";"1";"1991";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011707";"1 072 086";"793 122";"B01";"1";"1";"1";"2";"1994";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011707";"1 072 087";"793 123";"A01";"1";"1";"4";"1";"1999";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011708";"1 072 082";"793 119";"B01";"1";"1";"1";"1";"1966";"1";"1";" -1";" -1";" -1";"0";" -1"
"202200011708";"1 072 083";"793 120";"A01";"1";"1";"4";"2";"1999";"1";"1";" -1";" -1";" -1";"0";" -1"
"202200011709";"1 072 079";"793 117";"A01";"1";"1";"4";"1";"1975";"5";"1";" -1";" -1";"0";"0";" -1"
"202200011709";"1 072 080";"793 117";"A01";"2";"2";"4";"2";"1975";"5";"1";" -1";" -1";"0";"0";" -1"
"202200011709";"1 072 081";"793 118";"B01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200011710";"1 072 073";"793 115";"A01";"1";"1";"1";"2";"1974";"1";"1";"8";" -1";" -1";" -1";" -1"
"202200011710";"1 072 075";"793 115";"A01";"10";"3";"1";"2";"2001";"5";"0";" -1";" -1";"5";"9";"2"
"202200011710";"1 072 076";"793 115";"A01";"10";"3";"1";"2";"1994";"4";"0";" -1";" -1";"0";"9";"1"
"202200011710";"1 072 077";"793 115";"A01";"10";"3";"4";"2";"2002";"0";"0";" -1";" -1";"9";"B";"1"
"202200011711";"1 072 074";"793 114";"A01";"1";"1";"1";"2";"1942";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200011711";"1 072 078";"793 116";"B01";"1";"1";"4";"2";"1988";"5";"2";" -1";" -1";" -1";" -1";" -1"
"202200011712";"1 072 069";"793 112";"A01";"3";"2";"4";"2";"1973";"0";"1";"0";" -1";"0";"0";" -1"
"202200011712";"1 072 071";"793 112";"A01";"2";"2";"4";"1";"1965";"0";"2";"8";" -1";" -1";" -1";" -1"
"202200011712";"1 072 072";"793 112";"A01";"1";"1";"3";"1";"1956";"5";"2";"8";" -1";"0";"0";" -1"
"202200011713";"1 072 068";"793 111";"A01";"1";"1";"1";"1";"1984";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200011713";"1 072 070";"793 113";"B01";"1";"1";"4";"1";"2017";"5";"0";" -1";" -1";"0";"0";" -1"
"202200011714";"1 072 066";"793 110";"A01";"10";"3";"3";"2";"1934";"0";"0";" -1";" -1";"5";"3";"1"
"202200011714";"1 072 067";"793 110";"A01";"1";"1";"1";"2";"1946";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200011715";"1 072 064";"793 108";"A01";"1";"1";"1";"2";"1977";"1";"1";"0";" -1";" -1";" -1";" -1"
"202200011715";"1 072 065";"793 108";"A01";"10";"3";"4";"1";"1993";"0";"0";" -1";" -1";"1";"2";"1"
"202200011716";"1 072 058";"793 104";"B01";"1";"1";"3";"1";"1992";"5";"2";"6";" -1";"0";"0";" -1"
"202200011716";"1 072 060";"793 106";"A01";"1";"1";"4";"2";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200011717";"1 072 057";"793 103";"A01";"1";"1";"4";"2";"1972";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200011717";"1 072 059";"793 105";"B01";"1";"1";"4";"2";"1998";"2";"1";"0";" -1";" -1";" -1";" -1"
"202200011717";"1 072 061";"793 105";"B01";"2";"2";"4";"1";"1999";"2";"1";"0";" -1";" -1";" -1";" -1"
"202200011718";"1 072 054";"793 101";"A01";"1";"1";"4";"2";"2001";"1";"2";" -1";" -1";"0";"0";" -1"
"202200011718";"1 072 056";"793 102";"B01";"1";"1";"1";"2";"1951";"5";"1";" -1";" -1";"0";"0";" -1"
"202200011719";"1 072 053";"793 100";"A01";"10";"3";"4";"1";"1998";"1";"8";"8";" -1";"3";"1";"1"
"202200011719";"1 072 055";"793 100";"A01";"1";"1";"1";"2";"1996";"0";"1";"0";" -1";"0";"0";" -1"
"202200011720";"1 072 049";"793 099";"A01";"1";"1";"4";"1";"2004";"0";"1";"8";" -1";" -1";" -1";" -1"
"202200011720";"1 072 051";"793 099";"A01";"10";"3";"4";"1";"2003";"0";"0";" -1";" -1";"2";"3";"2"
"202200011720";"1 072 052";"793 099";"A01";"2";"2";"1";"1";"2003";"0";"1";"8";" -1";" -1";" -1";" -1"
"202200011721";"1 072 048";"793 097";"B01";"1";"1";"4";"1";"1989";"0";"8";" -1";" -1";"0";"0";" -1"
"202200011721";"1 072 050";"793 098";"A01";"1";"1";"1";"2";"1960";"0";"1";" -1";" -1";"0";"0";" -1"
"202200011722";"1 072 046";"793 095";"A01";"1";"1";"4";"1";"1963";"0";"2";"0";" -1";" -1";" -1";" -1"
"202200011722";"1 072 047";"793 096";"B01";"1";"1";"4";"1";"2003";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200011723";"1 072 044";"793 094";"A01";"1";"1";"1";"1";"1971";"4";"1";" -1";" -1";"0";"0";" -1"
