"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202200015322";"7";"173 RD";"0";"N/A";"1";"3";"0";"1";"47";"790";"2";"";" -1";"1";"0";"1";"70"
"202200015323";"3";"JAURES (AVENUE JEAN)";"0";"N/A";"3";"5";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202200015324";"4";"ANTONY (RUE  ET CHEMIN D')";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200015325";"3";"51";"0";"C";"2";"2";"0";"4";"1";"630";"3";"";" -1";"1";"0";"1";"80"
"202200015326";"4";"COMTE DE NICE (RUE DU)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015327";"4";"ALBERT CAMUS (ALLEE)";"0";"N/A";" -1";" -1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015328";"3";"115";"0";"D";"2";"2";"0";"1";"32";"920";"1";"";" -1";"1";"5";"8";"50"
"202200015329";"4";"HENRI BARBUSSE (RUE)";"0";"N/A";"3";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015330";"3";"17";" -1";"N/A";"2";"2";"0";"1";"27";"900";"3";"";" -1";"1";"0";"1";"80"
"202200015331";"4";"VAILLANT (RUE EDOUARD) 137 A FIN";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015332";"3";"173";"0";"D";"2";"2";"0";"2";"2";"965";"2";"";" -1";"1";"0";"1";"80"
"202200015333";"4";"VALLES (AVENUE JULES)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015334";"4";"TOULOUSE (RTE DE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"5";"1";"50"
"202200015335";"3";"518";"0";"N/A";"2";"2";"0";"2";"50";"0";"1";"";" -1";"1";"0";"1";"80"
"202200015336";"4";"GEORGES BIZET (RUE)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015337";"2";"RN165 (VE)";"0";"N/A";"3";"4";"0";"1";"34";"707";"1";"";" -1";"1";"9";"3";"110"
"202200015338";"3";"AV DU GENERAL DE GAULLE";"0";"N/A";"2";"2";"0";"1";"24";"340";"1";"";" -1";"2";"5";"1";"50"
"202200015339";"9";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"5";"1";"0";"8";" -1"
"202200015340";"3";"817";"0";"D";" -1";"2";"0";"1";"11";"300";"2";"";" -1";"1";"0";"1";"70"
"202200015341";"3";"CREVECOEUR  (RUE)  32 =>";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202200015342";"4";"BOUGAINVILLE (BOULEVARD)";"0";"N/A";"2";"2";"0";"3";"(1)";"(1)";"3";"";" -1";"1";"5";"1";"50"
"202200015343";"4";"VALLEES (ROUTE DES)";"0";"N/A";" -1";"2";"0";"2";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202200015344";"3";"D2";"0";"N/A";"2";"2";"0";"1";"7";"200";"2";"";" -1";"1";"0";"3";"90"
"202200015345";"3";"JEAN JAURES (AVE) 55 A 129";"0";"N/A";"3";"2";"2";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202200015346";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015347";"2";"ROSTAND (RUE JEAN)";"0";"N/A";" -1";"1";"0";"1";"6";"600";"1";"";" -1";"1";"0";"1";"50"
"202200015348";"4";"N/A";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"70"
"202200015349";"3";"1215";" -1";"N/A";"2";"3";"0";"1";"73";"700";"1";"";" -1";"2";"5";"1";"80"
"202200015350";"4";"DE LATTRE DE TASSIGNY(MARECHAL)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015351";"4";"FALAISES (ROUTE DES) NATION A ANDELLE";"0";"N/A";"2";"4";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"8";"50"
"202200015352";"3";"338";" -1";"N/A";"2";"2";"0";"2";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202200015353";"3";"910";"0";"N/A";"3";"7";"0";"1";"0";"0";"1";"";" -1";"2";"2";"1";"50"
"202200015354";"3";"MARQUI (AVENUE ALEXANDRE)";"0";"N/A";"2";"3";"0";"1";"0";"426";"1";"";" -1";"1";"0";"1";"50"
"202200015355";"3";"45";"0";"D";"2";"2";"0";"1";"20";"100";"1";"";" -1";"1";"0";"1";"80"
"202200015356";"4";"BAB (BOULEVARD DU)";"0";"N/A";"2";"4";"0";"1";"0";"0";"1";"";" -1";"2";"0";"3";"50"
"202200015357";"4";"YSER (RUE DE L')";"0";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015358";"4";"N/A";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"5";"1";"50"
"202200015359";"3";"249";"0";"D";"2";"2";"0";"1";"1";"552";"1";"";" -1";"1";"0";"1";"90"
"202200015360";"3";"223";" -1";"N/A";"2";"2";"0";"1";"26";"700";"1";"";" -1";"2";"0";"3";"70"
"202200015361";"4";"N/A";"0";"N/A";"1";"2";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015362";"4";"LAFAYETTE (BD)";"0";"N/A";"1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015363";"3";"108";"0";"N/A";"2";"2";"0";"1";"3";"645";"2";"";" -1";"2";"0";"3";"80"
"202200015364";"4";"PRADELLE (RUE DE LA)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015365";"3";"908";"0";"N/A";"4";"2";"1";"1";"0";"0";"2";"";" -1";"1";"0";"1";"50"
"202200015366";"3";"20";" -1";"N/A";"2";"2";"0";"1";"27";"70";"1";"";" -1";"2";"0";"3";" -1"
"202200015367";"4";"VESOUL RUE DE (inf 52)";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015368";"3";"60";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200015369";"4";"CREUX DE LA CHAUX (RUE DU)";"0";"N/A";"2";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"8";"30"
"202200015370";"4";"Dr Valette (Rue)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202200015371";"3";"1083";" -1";"N/A";"2";"2";"0";"1";"30";"75";"1";"";" -1";"2";"0";"1";"90"
"202200015372";"3";"471";"0";"D";"2";"2";"0";"1";"36";"900";"3";"";" -1";"1";"0";"1";"90"
"202200015373";"3";"25";"0";"D";"2";"2";"0";"1";"4";"1192";"1";"";" -1";"2";"0";"3";"80"
"202200015374";"4";"DUMAS (BD J.BAPTISTE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202200015375";"3";"137";"0";"D";"3";"4";"0";"1";"70";"850";"1";"";" -1";"2";"0";"1";"110"
"202200015376";"4";"ROUHAUDS   RUE DES";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015377";"3";"D3";"0";"N/A";"2";"2";"0";"1";"16";"0";"1";"";" -1";"2";"9";"8";"70"
"202200015378";"4";"SCHUMAN (RUE ROBERT)";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202200015379";"3";"RD 643";"0";"N/A";"3";"4";"0";"1";"65";"166";"1";"";" -1";"1";"0";"1";"90"
"202200015380";"2";"2125";"0";"N";"2";"2";"0";"1";"22";"1032";"2";"";" -1";"1";"0";"1";"50"
"202200015381";"2";"12";"0";"N";"3";"4";"0";"1";"38";"300";"1";"";" -1";"1";"0";"1";"110"
"202200015382";"3";"446";" -1";"D";"2";"2";"0";"2";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"50"
"202200015383";"3";"EGLISE (RUE DE L')";"0";"N/A";"3";"3";"0";"2";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015384";"7";"820";" -1";"N/A";"2";"2";"0";"1";"8";"4336";"1";"";" -1";"1";"0";"1";"50"
"202200015385";"4";"BOLLET ( PAUL )";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"30"
"202200015386";"7";"113";" -1";"A";"2";"2";"0";"2";"0";"700";"1";"";" -1";"2";"0";"1";"80"
"202200015387";"4";"CARNOT (RUE SADI)";"0";"N/A";" -1";"2";"3";"1";"1";"0";"1";"";" -1";"2";"9";"6";"50"
"202200015388";"3";"133";" -1";"D";"2";"2";"0";"4";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"70"
"202200015389";"4";"ARNAUD (RUE DU COMMANDANT)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015390";"3";"ROUTE NATIONALE 113 - CADESTEAUX";"0";"N/A";"1";"2";"0";"1";"0";"9";"1";"";" -1";"1";"0";"1";"80"
"202200015391";"3";"916";" -1";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"2";"0";"3";"80"
"202200015392";"4";"N/A";" -1";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";"3";"2";"0";"8";"50"
"202200015393";"3";"PLESSIS GRAMMOIRE ROUTE";"0";"N/A";"1";"2";"0";"1";"71";"259";"2";"";" -1";"1";"0";"1";"30"
"202200015394";"4";"GAL DE GAULLE (AV DU )";"0";"N/A";"2";"2";"1";"1";"0";"9";"1";"";" -1";"1";"0";"1";"30"
"202200015395";"3";"929";"0";"N/A";"2";"2";"0";"1";"33";"166";"1";"";" -1";"1";"0";"1";"70"
"202200015396";"4";"TURPIN DE CRISSE AVENUE";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015397";"3";"239";" -1";"N/A";"2";"2";"0";"1";"10";"110";"2";"";" -1";"1";"0";"1";"80"
"202200015398";"3";"59";"0";"D";"2";"2";"0";"1";"17";"590";"1";"";" -1";"2";"0";"1";"50"
"202200015399";"3";"D9";"0";"N/A";"2";"2";"0";"2";"1";"0";"3";"";" -1";"1";"2";"1";"50"
"202200015400";"3";"978";"0";"N/A";"2";"2";"0";"1";"105";"350";"1";"";" -1";"1";"0";"1";"70"
"202200015401";"4";"N/A";" -1";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";"3";"2";"0";"1";"80"
"202200015402";"3";"PYRENEES (AVENUE DES)";"0";"N/A";"2";"2";"2";"1";"1";"558";"1";"";" -1";"1";"5";"1";"50"
"202200015403";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"4";"1";"0";"1";"80"
"202200015404";"3";"TURCAN FRANCIS";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015405";"2";"164";"0";"D";"3";"4";"0";"1";"19";"1946";"2";"";" -1";"3";"0";"3";"90"
"202200015406";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015407";"3";"VALBARELLE (BOULEVARD DE LA )";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"6";"8";"30"
"202200015408";"3";"966";" -1";"N/A";"2";"2";"0";"1";"37";"300";"2";"";" -1";"1";"0";"3";"80"
"202200015409";"7";"COMTE LOUIS PLACE";"0";"N/A";"2";"1";"0";"1";"13";"350";"1";"";" -1";"1";"9";"8";"50"
"202200015410";"4";"RIVE NEUVE (QUAI)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015411";"3";"3090";"0";"N/A";"2";"2";"0";"1";"1";"580";"1";"";" -1";"1";"0";"8";"80"
"202200015412";"3";"921";"0";"D";"2";"2";"0";"2";"31";"920";"1";"";" -1";"2";"0";"3";"90"
"202200015413";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015414";"3";"444";" -1";"N/A";"2";"2";"0";"1";"21";"900";"2";"";" -1";"1";"0";"3";"80"
"202200015415";"4";"EUROPE (AV )";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015416";"3";"17";"0";"N/A";"2";"2";"0";"2";"3";"930";"1";"";" -1";"2";"0";"1";"50"
"202200015417";"3";"N/A";"0";"N/A";"2";"2";"2";"1";"64";"164";"2";"";" -1";"1";"0";"3";"50"
"202200015418";"4";"N/A";"0";"N/A";"3";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015419";"4";"BULGARIE (BD DE)";"0";"N/A";"3";"2";"2";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015420";"3";"936";" -1";"N/A";"3";"2";"0";"1";"75";"400";"1";"";" -1";"1";"0";"3";"80"
"202200015421";"3";"82";"0";"D";"2";"2";"0";"1";"1";"250";"1";"";" -1";"2";"0";"1";"50"
"202200015422";"7";"VERANY (BD J.B.)";"0";"N/A";"1";"3";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015423";"4";"BRIAND (AVENUE ARISTIDE)";"0";"N/A";"1";"2";"2";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015424";"1";"4";"0";"N/A";"3";"4";"0";"1";"407";"900";"1";"";" -1";"1";"0";"2";"130"
"202200015425";"3";"748";" -1";"D";"1";"2";"0";"1";"1";"196";"2";"";" -1";"2";"3";"1";"90"
"202200015426";"3";"VEYNES ( ROUTE DE )";"0";"N/A";"2";"2";"0";"2";"67";"245";"1";"";" -1";"1";"0";"1";"70"
"202200015427";"4";"RUE DE CANOLLE";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"4";"";" -1";"2";"9";"1";"30"
"202200015428";"3";"304";" -1";"N/A";"2";"2";"0";"1";"3";"130";"1";"";" -1";"2";"0";"1";"50"
"202200015429";"3";"MORT D'IMBERT (MTE. DE LA)";"0";"N/A";"2";"2";"0";"2";"2";"230";"3";"";" -1";"1";"0";"1";"50"
"202200015430";"4";"FENOUILLET (CHE DE) DU 8AU 201";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"8";"1";"50"
"202200015431";"1";"9";" -1";"N/A";"3";"5";"0";"3";"124";"700";"2";"";" -1";"2";"0";"1";"130"
"202200015432";"3";"810";" -1";"N/A";"2";"2";"0";"1";"115";"350";"1";"";" -1";"1";"0";"1";"50"
"202200015433";"4";"PORTE D ORLEANS";"0";"N/A";"1";"2";"0";"1";"4";"600";"1";"";" -1";"2";"0";"1";"70"
"202200015434";"1";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"90"
"202200015435";"3";"BENODET ROUTE DE";"0";"N/A";"2";"2";"0";"1";"6";"915";"1";"";" -1";"2";"5";"1";"70"
"202200015436";"3";"ERGUE ARMEL BOULEVARD D'";"0";"N/A";"3";"3";"0";"2";"53";"321";"3";"";" -1";"2";"0";"1";"70"
"202200015437";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"5";"2";"0";"1";"50"
"202200015438";"4";"PORTE DE MONTREUIL";"0";"N/A";"1";"4";"0";"1";"30";"600";"1";"";" -1";"1";"0";"1";"70"
"202200015439";"2";"N/A";"0";"N/A";"2";"1";"0";"2";"(1)";"(1)";"1";"";"5";"2";"0";"1";"50"
"202200015440";"4";"WYLIE ( BOULEVARD KATHERINE)";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"30"
"202200015441";"3";"107";" -1";"N/A";"2";"2";"0";"1";"22";"900";"3";"";" -1";"1";"0";"3";"80"
"202200015442";"4";"FRANCE (RUE ANATOLE)";"0";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202200015443";"4";"PORTE DES LILAS";"0";"N/A";"1";"4";"0";"1";"29";"0";"1";"";" -1";"1";"1";"1";"70"
"202200015444";"3";"928";"0";"N/A";"2";"2";"0";"1";"50";"600";"1";"";" -1";"1";"0";"1";"80"
"202200015445";"3";"31";" -1";"N/A";"2";"2";"0";"1";"34";"900";"2";"";" -1";"1";"0";"3";"80"
"202200015446";"3";"131";" -1";"N/A";" -1";"2";"0";"1";"18";"613";"1";"";" -1";"1";"0";"3";"80"
"202200015447";"3";"143";"0";"N/A";"2";"2";"0";"1";"27";"312";"1";"";" -1";"2";"0";"1";"80"
"202200015448";"4";"ECHANGEUR BERCY";"0";"N/A";"1";"4";"3";"1";"35";"0";"1";"";" -1";"1";"0";"1";"70"
"202200015449";"4";"N/A";" -1";"N/A";"2";" -1";" -1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015450";"3";"D907";"0";"N/A";"2";"2";"0";"1";"4";"500";"2";"";" -1";"1";"0";"1";"50"
"202200015451";"4";"PORTE DE LA PLAINE";"0";"N/A";"1";"3";"0";"1";"8";"300";"1";"";" -1";"1";"0";"1";"70"
"202200015452";"3";"675";"0";"N/A";"2";"2";"0";"2";"62";"700";"4";"";" -1";"2";"0";"1";"90"
"202200015453";"4";"CHERMIGNAC RUE DE";"0";"N/A";"2";"2";"0";"3";"(1)";"(1)";"1";"";" -1";"2";"2";"1";"50"
"202200015454";"3";"109";" -1";"N/A";"2";"2";"0";"1";"7";"200";"1";"";" -1";"1";"0";"3";"80"
"202200015455";"3";"907";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"3";"70"
"202200015456";"4";"RUE D AUBERVILLIERS";"0";"N/A";"1";"1";"3";"2";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015457";"3";"56";"0";"D";"2";"2";"0";"1";"6";"28";"1";"";" -1";"1";"0";"1";"80"
"202200015458";"4";"SAINT JULIEN (AVENUE DE )";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015459";"3";"8";"0";"N/A";"2";"2";"0";"1";"96";"200";"3";"";" -1";"1";"5";"1";"50"
"202200015460";"7";"13";"0";"D";"2";"2";"0";"3";"16";"900";"3";"";" -1";"1";"0";"1";"70"
"202200015461";"4";"AVENUE DE NEW YORK";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015462";"4";"JEAN LOMBARD (AVENUE)";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015463";"4";"BOULEVARD DE VAUGIRARD";"0";"N/A";"1";"2";"3";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015464";"1";"20";"0";"A";"3";"4";"0";"1";"428";"540";"1";"";" -1";"1";"3";"1";"90"
"202200015465";"3";"N/A";" -1";"N/A";"2";"2";"0";"2";"18";"990";"1";"";"4";"2";"0";"1";"50"
"202200015466";"4";"CHARLES NEDELEC (BOULEVARD)";"0";"N/A";" -1";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015467";"4";"BOULEVARD PERIPHERIQUE INTERIEUR SUD";"0";"N/A";"1";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"70"
"202200015468";"4";"FRANKLIN ROOSEVELT (COURS)";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015469";"1";"7";"0";"A";"3";"3";"0";"1";"238";"200";"1";"";" -1";"1";"0";"1";"130"
"202200015470";"4";"QUAI DE LA TOURNELLE";"0";"N/A";"1";"3";"1";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015471";"4";"REPUBLIQUE (AV.DE LA) [DU N° AU N°]";"0";"N/A";"2";"2";"2";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"5";"50"
"202200015472";"4";"CASSIN (BD RENE)";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015473";"4";"RUE FAIDHERBE";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015474";"2";"4";" -1";"N/A";"2";"2";"0";"1";"5";"800";"3";"";" -1";"1";"0";"1";"60"
"202200015475";"7";"BELLAVISTA (AVENUE)";"0";"N/A";"3";"2";"0";"2";"0";"0";"3";"";" -1";"1";"0";"1";"70"
"202200015476";"4";"RUE OLIVIER DE SERRES";"0";"N/A";"1";"1";"1";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015477";"4";"FOREST D'ENTRAIS ( RUE  DU )";"0";"N/A";"2";"2";"0";"2";"0";"1";"1";"";" -1";"1";"9";"1";"50"
"202200015478";"3";"206";"0";"N/A";"2";"2";"0";"1";"3";"0";"3";"";" -1";"1";"0";"1";"80"
"202200015479";"4";"RUE DE RIVOLI";"0";"N/A";"1";"4";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"5";"30"
"202200015480";"3";"GASSENDI (BD)";"0";"N/A";"1";"1";"0";"1";"0";"380";"1";"";" -1";"1";"0";"1";"50"
"202200015481";"3";"1";"0";"D";"2";"2";"0";"1";"(1)";"(1)";"3";"";"5";"1";"0";"1";"50"
"202200015482";"4";"ROUX (AVENUE GILBERT)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015483";"3";"GENERAL DE GAULLE (AV DU)";"0";"N/A";" -1";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202200015484";"4";"N/A";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";"3";"2";"0";"4";"50"
"202200015485";"3";"N/A";"0";"N/A";"2";"2";"0";"1";"13";"1650";"1";"";" -1";"2";"0";"1";"50"
"202200015486";"3";"99";"0";"E";"2";"2";"0";"2";"3";"700";"1";"";" -1";"2";"0";"3";"80"
"202200015487";"4";"OUDRY.(BOULVARD JEAN BAPTISTE)";"0";"N/A";"2";"2";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015488";"3";"1079";"0";"N/A";"3";"5";"0";"1";"32";"659";"1";"";" -1";"1";"0";"1";"50"
"202200015489";"3";"405";"0";"D";"2";"2";"0";"1";"10";"0";"2";"";" -1";"2";"0";"1";"80"
"202200015490";"3";"LIBERATION (RTE DE LA)";"0";"N/A";"3";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202200015491";"4";"PORTE DE CHARENTON";"0";"N/A";"1";"4";"0";"1";"33";"400";"1";"";" -1";"1";"0";"1";"70"
"202200015492";"2";"36";"0";"N/A";"2";"2";"0";"1";"42";"600";"1";"";" -1";"2";"0";"1";"80"
"202200015493";"4";"GLOBE (RUE DU)";"0";"N/A";"3";"4";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015494";"4";"AVENUE SIMON BOLIVAR";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"30"
"202200015495";"3";"159";" -1";"D";" -1";"2";"0";"1";"3";"900";"2";"";" -1";"1";"0";"3";"80"
"202200015496";"3";"VAILLANT COUTURIER PAUL (AV) NR 2 A 110";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015497";"7";"1";" -1";"M";" -1";"2";"0";"1";"(1)";"(1)";"1";"";"5,5";"2";"0";"3";"50"
"202200015498";"4";"AVENUE NIEL";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015499";"4";"AVENUE PAUL DOUMER";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200015500";"3";"MARECHAL FOCH (BOULEVARD)";"0";"N/A";"1";"2";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202200015501";"4";"RUE DE LA CONVENTION";"0";"N/A";"2";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015502";"3";"JEAN JAURES (AVENUE) COTE MAISON BLANCHE";"0";"N/A";" -1";"4";"0";"1";"1";"0";"3";"";" -1";"1";"0";"1";"50"
"202200015503";"4";"RUE LINOIS";"0";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015504";"3";"976";"0";"N/A";"2";"2";"0";"1";"23";"20";"1";"";" -1";"1";"0";"1";"90"
"202200015505";"4";"RUE DU DEPART";"0";"N/A";"2";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015506";"4";"LOLIVE JEAN RUE";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200015507";"4";"RUE DE L OUEST";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200015508";"3";"83";"0";"N/A";"1";"1";"0";"2";"27";"500";"1";"";" -1";"2";"3";"8";"50"
"202200015509";"3";"MARC CHAGALL (BOULEVARD)";"0";"N/A";" -1";"0";"0";"1";"0";"1";"1";"";" -1";"2";"0";"1";"50"
"202200015510";"4";"AVENUE D ITALIE";"0";"N/A";"2";"6";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015511";"3";"N/A";"0";"N/A";"2";"2";"0";"2";"64";"500";"2";"";"4";"2";"0";"1";"50"
"202200015512";"3";"986";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200015513";"4";"1";" -1";"N/A";"2";"2";"0";"2";"1";"1";"1";"";" -1";"2";"0";"1";"50"
"202200015514";"3";"PIERRE BROSSOLETTE (AVENUE)";"0";"N/A";"2";"4";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200015515";"4";"RUE DU PASTEUR WAGNER";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200015516";"3";"VANVES BOULEVARD DE N° PAIRS";"0";"N/A";"2";"2";"0";"2";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202200015517";"3";"1006";"0";"D";"2";"2";"0";"1";"32";"552";"1";"";" -1";"2";"0";"1";"50"
"202200015518";"4";"RUE LA FAYETTE";"0";"N/A";"1";"1";"1";"1";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"30"
"202200015519";"4";"N/A";"0";"N/A";" -1";"1";"0";"1";"0";"0";"2";"";" -1";"5";"0";"1";"50"
"202200015520";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"46";"807";"1";"";" -1";"2";"0";"3";"80"
"202200015521";"4";"ROND POINT CHAMPS ELYSEES MARCEL DASSAUL";"0";"N/A";"2";"6";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
