"Accident_Id";"jour";"mois";"an";"hrmn";"lum";"dep";"com";"agg";"int";"atm";"col";"adr";"lat";"long"
"202200018297";"13";"11";"2022";"07:13";"3";"72";"72003";"2";"1";"1";"6";"CURIE PIERRE (RUE)";"47,9675500000";"0,1577500000"
"202200018298";"13";"11";"2022";"11:00";"1";"72";"72181";"2";"1";"1";"6";"EPERON (PL DE L') N°  2 A 14";"48,0052800000";"0,1951000000"
"202200018299";"10";"11";"2022";"20:20";"5";"72";"72181";"2";"1";"1";"2";"MESSIAEN OLIVIER (AV) PAIRS";"48,0144800000";"0,1620100000"
"202200018300";"10";"11";"2022";"19:10";"5";"72";"72181";"2";"1";"1";"3";"NATIONALE (RUE)";"47,9978100000";"0,2007000000"
"202200018301";"13";"11";"2022";"16:30";"1";"71";"71309";"2";"1";"5";"7";"3 Rte Neuve la Combe aux Beautes";"46,7974700000";"4,3931300000"
"202200018302";"10";"11";"2022";"17:50";"3";"71";"71540";"1";"1";"1";"2";"Boulevard du 8 Mai 1945";"46,7734300000";"4,4479100000"
"202200018303";"10";"11";"2022";"12:50";"1";"69";"69266";"2";"3";"1";"3";"Rue Jean Jaurès";"45,7576100000";"4,8825700000"
"202200018304";"11";"11";"2022";"01:15";"5";"69";"69264";"2";"2";"1";"3";"Boulevard Louis Blanc";"45,9871700000";"4,7213600000"
"202200018305";"10";"11";"2022";"14:00";"1";"69";"69264";"2";"6";"1";"3";"Rue Jules Guesde";"45,9939100000";"4,7345700000"
"202200018306";"9";"11";"2022";"08:05";"1";"69";"69074";"1";"1";"2";"7";"Route de Montmelas";"46,0035300000";"4,6779100000"
"202200018307";"14";"11";"2022";"13:35";"1";"69";"69199";"2";"1";"1";"6";"22 Rue Carnot";"45,7080723021";"4,8576079309"
"202200018308";"10";"11";"2022";"18:44";"5";"69";"69029";"2";"1";"1";"3";"Boulevard Pinel";"45,7283800000";"4,8868400000"
"202200018309";"28";"07";"2022";"20:35";"1";"60";"60555";"1";"2";"7";"1";"D63";"49,6421580000";"2,3462030000"
"202200018310";"2";"02";"2022";"18:05";"1";"64";"64483";"2";"1";"1";"2";"RD810";"43,4126649537";" -1,6168698306"
"202200018311";"10";"11";"2022";"19:50";"5";"69";"69091";"2";"3";"1";"3";"Rue Honoré Pététin";"45,5910500000";"4,7727400000"
"202200018312";"2";"02";"2022";"16:38";"1";"64";"64445";"2";"1";"1";"2";"Place des Étoiles";"43,3002000000";" -0,3680600000"
"202200018313";"13";"11";"2022";"20:10";"5";"67";"67482";"2";"3";"1";"6";"VIENNE (ROUTE DE)";"48,5754200000";"7,7546900000"
"202200018314";"28";"07";"2022";"18:00";"1";"43";"43092";"1";"1";"2";"6";"RD 500";"44,9798260000";"4,2200800000"
"202200018315";"12";"11";"2022";"05:40";"5";"67";"67482";"2";"1";"2";"6";"MOLIERE (AVENUE)";"48,5971100000";"7,7035400000"
"202200018316";"2";"02";"2022";"20:15";"5";"59";"59599";"2";"6";"1";"6";"EGALITE (BOULEVARD DE L')";"50,7306740945";"3,1676405668"
"202200018317";"29";"07";"2022";"18:00";"1";"10";"10175";"2";"1";"1";"6";"21 Rue Grande";"48,5003413514";"4,3808841705"
"202200018318";"11";"11";"2022";"19:45";"5";"67";"67447";"2";"1";"1";"2";"BISCHWILLER (ROUTE DE)";"48,6068277788";"7,7492022514"
"202200018319";"1";"02";"2022";"16:30";"1";"59";"59128";"2";"1";"1";"6";"FUSILLES RUE DES";"50,6413100000";"2,9719900000"
"202200018320";"11";"11";"2022";"13:10";"1";"67";"67482";"2";"3";"1";"6";"HAUTE MONTEE (RUE DE LA)";"48,5842900000";"7,7475900000"
"202200018321";"29";"07";"2022";"10:00";"1";"07";"07078";"2";"6";"2";"6";"N/A";"45,2562090000";"4,6957430000"
"202200018322";"2";"02";"2022";"07:20";"2";"58";"58194";"2";"3";"1";"3";"REMIGNY";"46,9911400000";"3,1605400000"
"202200018323";"10";"11";"2022";"19:45";"5";"67";"67482";"2";"3";"1";"3";"VOSGES (AVENUE DES)";"48,5892000000";"7,7525900000"
"202200018324";"27";"07";"2022";"21:25";"2";"04";"04001";"1";"6";"1";"7";"RN 85";"44,0505180000";"6,1481760000"
"202200018325";"1";"02";"2022";"19:15";"2";"58";"58194";"2";"1";"1";"6";"HENRI BOUQUILLARD";"46,9961400000";"3,1239100000"
"202200018326";"10";"11";"2022";"12:20";"1";"67";"67482";"2";"3";"1";"1";"KELLERMANN (QUAI)";"48,5862400000";"7,7456800000"
"202200018327";"1";"02";"2022";"17:30";"5";"58";"58194";"2";"1";"1";"1";"RESISTANCE (SQUARE)";"46,9925800000";"3,1603100000"
"202200018328";"26";"04";"2022";"17:00";"1";"85";"85047";"2";"1";"1";"6";"Boulevard Viaud Grand Marais";"46,8492859094";" -1,8736852705"
"202200018329";"1";"02";"2022";"16:56";"1";"56";"56121";"2";"6";"8";"6";"55 Rue Monistrol";"47,7365500000";" -3,3830100000"
"202200018330";"28";"07";"2022";"20:20";"2";"72";"72308";"1";"1";"1";"6";"A28";"48,4188860000";"0,1334003300"
"202200018331";"10";"11";"2022";"08:20";"1";"67";"67482";"2";"3";"5";"3";"SCHIRMECK (ROUTE DE)";"48,5654000000";"7,7070900000"
"202200018332";"1";"02";"2022";"17:50";"5";"54";"54273";"2";"1";"2";"6";"HUGO (RUE VICTOR)";"49,1649500000";"5,8726000000"
"202200018333";"27";"07";"2022";"19:30";"1";"67";"67106";"1";"1";"1";"7";"A35";"48,7597023099";"7,9258564314"
"202200018334";"9";"11";"2022";"19:45";"5";"67";"67447";"2";"3";"2";"4";"FREDERIC MISTRAL (RUE)";"48,6107800000";"7,7352400000"
"202200018335";"2";"02";"2022";"10:45";"1";"51";"51058";"2";"6";"8";"7";"Rue Alfred Kastler";"49,2222018396";"3,9993031862"
"202200018336";"25";"07";"2022";"18:55";"1";"06";"06084";"2";"6";"1";"1";"Avenue de Cannes";"43,6182410000";"6,9723810000"
"202200018337";"9";"11";"2022";"17:50";"5";"67";"67482";"2";"1";"2";"1";"LORIENT (RUE DE)";"48,5450700000";"7,7825700000"
"202200018338";"1";"02";"2022";"07:35";"5";"51";"51230";"2";"1";"2";"7";"Avenue de Champagne";"49,0419376653";"3,9661002793"
"202200018339";"9";"11";"2022";"15:30";"1";"67";"67482";"2";"1";"2";"2";"BRULIG (QUAI DU)";"48,5716100000";"7,7218100000"
"202200018340";"29";"07";"2022";"08:25";"1";"69";"69244";"2";"1";"1";"3";"186 Avenue Charles de Gaulle";"45,7531031241";"4,7687895742"
"202200018341";"1";"02";"2022";"17:10";"1";"49";"49007";"2";"1";"1";"4";"DOYENNE BOULEVARD ET PASSAGE";"47,4878900000";" -0,5370600000"
"202200018342";"10";"11";"2022";"16:50";"1";"66";"66136";"2";"3";"1";"3";"N/A";"42,7361700000";"2,8905800000"
"202200018343";"1";"02";"2022";"22:44";"5";"47";"47001";"2";"1";"2";"6";"DELPECH (AV. GEORGES)";"44,2124300000";"0,6072800000"
"202200018344";"24";"07";"2022";"20:15";"1";"69";"69244";"2";"3";"7";"3";"Avenue Général Brosset";"45,7568400000";"4,7813540000"
"202200018345";"10";"11";"2022";"11:10";"1";"66";"66136";"2";"9";"7";"6";"N/A";"42,6874703920";"2,9082401097"
"202200018346";"14";"11";"2022";"10:30";"1";"65";"65440";"2";"2";"2";"3";"Rue Eugène Ténot";"43,2347570000";"0,0820100000"
"202200018347";"2";"02";"2022";"19:11";"2";"45";"45284";"2";"3";"1";"3";"Avenue Pierre et Marie Curie";"47,9086451006";"1,9763267040"
"202200018348";"29";"07";"2022";"15:35";"1";"69";"69285";"1";"1";"1";"2";"Autoroute 432 ";"45,7596940000";"5,0893310000"
"202200018349";"2";"02";"2022";"09:20";"1";"45";"45285";"2";"1";"2";"6";"50 Rue Charles Beauhaire";"47,9116805066";"1,8774899840"
"202200018350";"10";"11";"2022";"07:28";"5";"65";"65440";"2";"3";"1";"3";"Rue Maréchal Foch";"43,2321450000";"0,0783870000"
"202200018351";"29";"07";"2022";"11:30";"1";"2A";"2A163";"1";"1";"1";"1";"T40";"41,4908670000";"8,9708090000"
"202200018352";"2";"02";"2022";"13:00";"1";"38";"38185";"2";"2";"1";"3";"RUE DE LA DENT DE CROLLES";"45,1626700000";"5,7189000000"
"202200018353";"14";"11";"2022";"17:25";"5";"64";"64445";"2";"2";"1";"3";"avenue de Saragosse";"43,3073800000";" -0,3550200000"
"202200018354";"18";"07";"2022";"10:10";"1";"30";"30258";"2";"1";"1";"7";"Départementale 442 A";"43,7656000000";"4,4240000000"
"202200018355";"14";"11";"2022";"14:55";"1";"64";"64445";"1";"1";"2";"1";"BARINCOU DE";"43,3210850000";" -0,3639180000"
"202200018356";"31";"01";"2022";"09:30";"1";"38";"38421";"2";"3";"1";"3";"RUE GEORGES SADOUL";"45,1852800000";"5,7684100000"
"202200018357";"10";"11";"2022";"16:40";"1";"64";"64122";"2";"2";"1";"1";"Avenue de la Marne";"43,4845000000";" -1,5547000000"
"202200018358";"29";"07";"2022";"14:25";"1";"34";"34145";"2";"2";"1";"1";"Route de la Mer";"43,6688900000";"4,1435060000"
"202200018359";"1";"02";"2022";"19:02";"5";"33";"33063";"2";"2";"1";"3";"Boulevard Georges Pompidou";"44,8324600000";" -0,6021600000"
"202200018360";"14";"11";"2022";"09:00";"1";"64";"64024";"2";"1";"2";"2";"Rue de Mirambeau";"43,4769200000";" -1,5100900000"
"202200018361";"25";"07";"2022";"03:00";"5";"84";"84019";"2";"4";"1";"7";"Avenue Paul Claudel";"44,2755380000";"4,7500470000"
"202200018362";"3";"02";"2022";"00:20";"5";"31";"31555";"2";"3";"1";"3";"RUE ALBERT LAUTMANN";"43,6063000000";"1,4387300000"
"202200018363";"13";"11";"2022";"18:25";"5";"64";"64024";"2";"1";"1";"7";"BAYONNE (AVENUE DE)";"43,4811100000";" -1,5116500000"
"202200018364";"8";"07";"2022";"07:30";"1";"13";"13076";"1";"9";"1";"3";"D99";"43,8162750000";"5,0112780000"
"202200018365";"10";"11";"2022";"19:10";"5";"64";"64102";"2";"1";"1";"2";"Avenue Henri Grenet";"43,5037900000";" -1,4710500000"
"202200018366";"2";"02";"2022";"16:38";"1";"31";"31555";"2";"6";"1";"3";"RTE DE LAUNAGUET";"43,6367100000";"1,4390800000"
"202200018367";"1";"02";"2022";"20:00";"3";"29";"29232";"2";"4";"1";"6";"D765 - Route de Rosporden";"47,9872983631";" -4,0496563911"
"202200018368";"24";"07";"2022";"11:15";"1";"71";"71176";"2";"1";"1";"6";"8 Rue Victor Hugo";"46,4905390000";"3,9976660000"
"202200018369";"9";"11";"2022";"22:49";"5";"64";"64102";"2";"1";"1";"4";"Boulevard Alsace-Lorraine";"43,4935800000";" -1,4667800000"
"202200018370";"2";"02";"2022";"18:55";"5";"29";"29151";"2";"1";"1";"7";"Rue du Roscoat";"48,5715700000";" -3,8398700000"
"202200018371";"10";"11";"2022";"07:45";"2";"63";"63124";"2";"1";"1";"6";"REPUBLIQUE (AVENUE DE LA)";"45,7419000000";"3,1819800000"
"202200018372";"2";"02";"2022";"12:25";"1";"28";"28085";"2";"1";"8";"1";"LELONG (RUE GABRIEL)";"48,4421600000";"1,4809900000"
"202200018373";"16";"07";"2022";"18:05";"1";"67";"67286";"2";"2";"1";"3";"Rue Sainte Odile";"48,4499800000";"7,5430910000"
"202200018374";"29";"07";"2022";"17:55";"1";"88";"88315";"1";"1";"1";"1";"Rue du Bout du Dessous";"48,2650410000";"6,7515710000"
"202200018375";"9";"11";"2022";"17:40";"5";"62";"62119";"2";"7";"1";"3";"Rue Pierre et Marie Curie";"50,5330500000";"2,6375500000"
"202200018376";"2";"02";"2022";"12:10";"1";"28";"28229";"2";"9";"1";"7";"D939";"48,4659900000";"1,4222300000"
"202200018377";"2";"02";"2022";"11:55";"1";"27";"27229";"1";"1";"2";"7";"POTIER (CHEMIN)";"49,0027600000";"1,1302588057"
"202200018378";"28";"07";"2022";"10:10";"1";"74";"74057";"2";"1";"1";"2";"Route d Evian";"46,3755670000";"6,5548680000"
"202200018379";"5";"11";"2022";"23:20";"5";"61";"61001";"2";"1";"1";"3";"QUAKENBRUCK (AVENUE DE )";"48,4379700000";"0,1018400000"
"202200018380";"2";"02";"2022";"19:25";"5";"25";"25388";"2";"2";"2";"3";"FOILLET (RUE JACQUES)";"47,5023300000";"6,8085300000"
"202200018381";"24";"07";"2022";"22:52";"5";"26";"26235";"2";"1";"1";"7";"Avenue Maréchal Juin";"44,3765930000";"4,6926960000"
"202200018382";"8";"11";"2022";"12:55";"1";"60";"60159";"2";"1";"1";"6";"Place de la Gare";"49,4218800000";"2,8238600000"
"202200018383";"14";"01";"2022";"18:35";"3";"16";"16374";"1";"1";"1";"1";"D1000";"45,6277067978";"0,2004039288"
"202200018384";"28";"07";"2022";"16:20";"1";"01";"01262";"2";"1";"1";"3";"227 Faubourg de Lyon";"45,8490480000";"5,0502990000"
"202200018385";"10";"11";"2022";"07:13";"4";"60";"60057";"2";"1";"1";"6";"Rue de Clermont";"49,4292549542";"2,1187101602"
"202200018386";"14";"11";"2022";"20:35";"5";"59";"59599";"2";"3";"1";"6";"NATIONALE (RUE)";"50,7233166068";"3,1603422761"
"202200018387";"29";"07";"2022";"15:20";"1";"81";"81140";"2";"4";"1";"3";"Route de Pierre Fabre";"43,6832980000";"1,8346200000"
"202200018388";"25";"01";"2022";"11:30";"1";"13";"13056";"1";"3";"1";"3";"LAURONS RUE DES";"43,3694400000";"5,0602900000"
"202200018389";"10";"11";"2022";"10:00";"1";"59";"59599";"2";"2";"1";"3";"NEUVILLE (PONT DE)";"50,7371567812";"3,1709825993"
"202200018390";"2";"02";"2022";"14:00";"1";"13";"13203";"2";"9";"1";"3";"PLOMBIERES (BOULEVARD DES)";"43,3160033398";"5,3844665294"
"202200018391";"14";"11";"2022";"16:00";"1";"59";"59512";"2";"2";"1";"3";"LYON (BOULEVARD DE)";"50,6777500000";"3,1820400000"
"202200018392";"29";"07";"2022";"08:50";"1";"79";"79024";"1";"2";"1";"3";"N/A";"46,4081780000";" -0,2485200000"
"202200018393";"1";"02";"2022";"07:30";"5";"11";"11069";"2";"1";"1";"3";"85 Boulevard Barbès";"43,2103200000";"2,3475100000"
"202200018394";"14";"11";"2022";"20:00";"5";"59";"59365";"2";"1";"1";"6";"AVESNES (ROUTE D')";"50,2600000000";"3,9600000000"
"202200018395";"31";"01";"2022";"16:02";"1";"11";"11069";"2";"2";"2";"3";"DUPLEIX JOSEPH FRANCOIS";"43,2112600000";"2,3265100000"
"202200018396";"10";"11";"2022";"12:40";"1";"59";"59560";"2";"1";"1";"1";"BOUVRY ROGER RUE";"50,5443811475";"3,0238741636"
"202200018397";"28";"07";"2022";"04:00";"3";"33";"33179";"2";"9";"1";"6";"45bis Route de Cavignac";"45,0043350000";" -0,2830490000"
"202200018398";"2";"02";"2022";"18:00";"5";"10";"10387";"2";"1";"8";"6";"VICTOR HUGO (RUE)";"48,2930349341";"4,0691578388"
"202200018399";"9";"11";"2022";"12:35";"1";"59";"59009";"2";"2";"1";"3";"BABYLONE RUE DE";"50,6580200000";"3,1409200000"
"202200018400";"2";"02";"2022";"18:45";"1";"06";"06088";"2";"1";"1";"2";"MICHEL ANGE (AV.) (A PARTIR DU N° 22-23)";"43,7123260000";"7,2615180000"
"202200018401";"28";"07";"2022";"09:00";"1";"33";"33504";"1";"2";"1";"3";"carrefour D8 D125";"44,5268640000";" -0,3254810000"
"202200018402";"10";"11";"2022";"08:35";"1";"59";"59527";"2";"1";"1";"2";"DE LATTRE TASSIGNY.AV °1A205";"50,6598400000";"3,0380000000"
"202200018403";"2";"02";"2022";"16:40";"1";"06";"06027";"2";"1";"1";"3";"PROMENADE DE L HIPPODROME";"43,6472190000";"7,1481780000"
"202200018404";"28";"07";"2022";"12:00";"1";"33";"33284";"2";"1";"1";"2";"avenue du val de leyre";"44,6051660000";" -0,9372200000"
"202200018405";"10";"11";"2022";"17:30";"2";"57";"57751";"2";"1";"1";"7";"THIONVILLE (AVENUE )";"49,1499100000";"6,1592700000"
"202200018406";"13";"11";"2022";"10:40";"1";"56";"56098";"2";"6";"1";"6";"ALLENDE ( AV. PRESIDENT SALVADOR )";"47,7656170000";" -3,3293680000"
"202200018407";"26";"01";"2022";"08:37";"1";"05";"05061";"2";"1";"1";"2";"PROVENCE (AVENUE DE)";"44,5408000000";"6,0573600000"
"202200018408";"10";"11";"2022";"07:50";"1";"56";"56121";"2";"1";"1";"6";"98 Rue de Kerlin";"47,7490600000";" -3,3812430000"
"202200018409";"13";"07";"2022";"17:30";"1";"44";"44026";"2";"1";"1";"1";"11 Rue du Moulin Boisseau";"47,2836130000";" -1,4750780000"
"202200018410";"9";"11";"2022";"16:35";"1";"56";"56121";"2";"6";"1";"3";"1 Cours Louis de Chazelles";"47,7568560000";" -3,3646460000"
"202200018411";"14";"11";"2022";"19:05";"5";"54";"54304";"2";"1";"1";"1";"EUROPE (AVENUE DE L')";"48,6794020000";"6,1444980000"
"202200018412";"29";"07";"2022";"16:57";"1";"60";"60138";"1";"1";"1";"1";"D1330";"49,2141490000";"2,6043610000"
"202200018413";"10";"11";"2022";"17:30";"3";"54";"54395";"2";"1";"1";"6";"37 Route de Mirecourt";"48,6723500000";"6,1936200000"
"202200018414";"29";"07";"2022";"15:45";"1";"60";"60223";"2";"1";"1";"6";"Rue de l'Ermitage";"49,4285960000";"2,6585950000"
"202200018415";"9";"11";"2022";"16:40";"1";"54";"54547";"2";"1";"1";"1";"MIRECOURT (ROUTE DE)";"48,6635170000";"6,1892470000"
"202200018416";"25";"01";"2022";"22:04";"5";"05";"05061";"2";"3";"1";"3";"FREDERIC EUZIERES ( PLACE )";"44,5566782373";"6,0769495368"
"202200018417";"2";"02";"2022";"21:20";"5";"03";"03185";"2";"1";"1";"2";"Avenue de la Republique";"46,3498300000";"2,5933800000"
"202200018418";"2";"02";"2022";"17:30";"5";"75";"75114";"2";"1";"1";"2";"PORTE DE CHATILLON";"48,8214600000";"2,3192260000"
"202200018419";"14";"11";"2022";"12:43";"1";"52";"52448";"1";"1";"1";"1";"RN67";"48,6186300000";"4,9955300000"
"202200018420";"28";"07";"2022";"18:08";"1";"60";"60326";"1";"1";"1";"1";"D36";"49,4182780000";"2,7415500000"
"202200018421";"2";"02";"2022";"16:45";"5";"75";"75117";"2";"1";"1";"3";"PORTE D ASNIERES";"48,8893710000";"2,2960980000"
"202200018422";"2";"02";"2022";"09:10";"1";"75";"75120";"2";"1";"1";"3";"PORTE DE VINCENNES";"48,8474280000";"2,4145600000"
"202200018423";"1";"02";"2022";"06:40";"5";"75";"75112";"2";"4";"2";"2";"PORT DE BERCY";"48,8270360000";"2,3899570000"
"202200018424";"1";"02";"2022";"01:40";"5";"75";"75120";"2";"4";"1";"3";"PORTE DE BAGNOLET";"48,8683480000";"2,4131800000"
"202200018425";"14";"11";"2022";"07:00";"2";"51";"51454";"2";"3";"1";"1";"rue Paul Grojeanne";"49,2520600000";"4,0537200000"
"202200018426";"28";"07";"2022";"17:30";"1";"13";"13071";"1";"1";"1";"2";"A7-Sens Marseille vers Lyon";"43,4128742915";"5,2813970908"
"202200018427";"31";"01";"2022";"21:45";"5";"75";"75118";"2";"4";"1";"2";"PORTE DE CLIGNANCOURT";"48,9009230000";"2,3472320000"
"202200018428";"31";"01";"2022";"17:35";"5";"75";"75119";"2";"1";"1";"5";"PORTE DES LILAS";"48,8780610000";"2,4084470000"
"202200018429";"10";"11";"2022";"09:40";"1";"51";"51454";"1";"6";"1";"3";"rue de la 12ème Escadre d'Aviation";"49,2746600000";"4,0331200000"
"202200018430";"25";"05";"2022";"19:30";"1";"49";"49015";"2";"1";"1";"7";"TERNIERE RUE DE LA";"47,5035200000";" -0,5960100000"
"202200018431";"27";"07";"2022";"23:29";"4";"69";"69283";"1";"1";"1";"3";"Autoroute 46";"45,6708500000";"4,9355400000"
"202200018432";"25";"05";"2022";"18:42";"1";"48";"48095";"2";"1";"1";"6";"PIENCOURT (ALLEE)";"44,5191000000";"3,5025200000"
"202200018433";"9";"11";"2022";"16:55";"2";"50";"50647";"1";"9";"7";"6";"8 JUIN 1944 (RUE DU)";"48,8422200000";" -1,5559200000"
"202200018434";"2";"02";"2022";"19:50";"5";"75";"75116";"2";"4";"1";"3";"AVENUE PAUL DOUMER";"48,8590670000";"2,2771210000"
"202200018435";"28";"07";"2022";"19:15";"2";"42";"42207";"1";"1";"8";"2";"N88";"45,4522600000";"4,4769900000"
"202200018436";"2";"02";"2022";"14:05";"1";"75";"75116";"2";"1";"1";"3";"AVENUE KLEBER";"48,8715940000";"2,2934480000"
"202200018437";"9";"11";"2022";"22:00";"5";"50";"50129";"2";"1";"1";"6";"CONQUERANT (BOULEVARD GUILLAUME LE)";"49,6397700000";" -1,6359100000"
"202200018438";"28";"05";"2022";"11:45";"1";"45";"45274";"2";"3";"1";"3";"87 Rue de Saint-Denis";"47,8787900000";"1,9551330000"
"202200018439";"9";"11";"2022";"15:50";"1";"50";"50129";"2";"1";"1";"6";"MENDES FRANCE (BOULEVARD)";"49,6351700000";" -1,6285200000"
"202200018440";"28";"07";"2022";"15:55";"1";"33";"33090";"1";"1";"1";"2";"AUTOROUTE A 63";"44,7677360000";" -0,6676930000"
"202200018441";"2";"02";"2022";"11:15";"1";"75";"75114";"2";"3";"8";"2";"RUE D ALESIA";"48,8278210000";"2,3289600000"
"202200018442";"27";"05";"2022";"17:55";"1";"45";"45234";"2";"3";"7";"3";"204 Rue du Faubourg Saint-Vincent";"47,9152242452";"1,9168125987"
"202200018443";"8";"11";"2022";"16:50";"1";"50";"50129";"2";"1";"1";"6";"FOUQUET (RUE RENE)";"49,6629700000";" -1,6844600000"
"202200018444";"10";"11";"2022";"16:13";"1";"49";"49007";"2";"1";"1";"7";"BEAUREPAIRE";"47,4746000000";" -0,5605400000"
"202200018445";"27";"05";"2022";"22:40";"5";"44";"44109";"2";"1";"1";"6";"3 Cours Olivier De Clisson";"47,2132300000";" -1,5543700000"
"202200018446";"28";"07";"2022";"21:45";"2";"93";"93010";"1";"1";"1";"6";"AUTOROUTE A3";"48,9072000000";"2,4733600000"
"202200018447";"2";"02";"2022";"09:55";"1";"75";"75114";"2";"3";"1";"3";"BOULEVARD SAINT JACQUES";"48,8316020000";"2,3412510000"
"202200018448";"8";"11";"2022";"19:03";"2";"49";"49007";"2";"1";"1";"3";"BESNADIERE";"47,4789000000";" -0,5450300000"
"202200018449";"6";"05";"2022";"20:05";"1";"44";"44162";"2";"1";"1";"3";"11 Rue Jean Monnet";"47,2096800000";" -1,6303900000"
"202200018450";"2";"02";"2022";"08:30";"1";"75";"75113";"2";"1";"1";"3";"RUE DE DOMREMY";"48,8291290000";"2,3707720000"
"202200018451";"28";"07";"2022";"08:30";"1";"95";"95018";"1";"1";"1";"2";"A15";"48,9541200583";"2,2790434957"
"202200018452";"14";"11";"2022";"08:15";"1";"45";"45169";"2";"3";"1";"3";"PARC (RUE DU)";"47,9166500000";"1,8348300000"
"202200018453";"1";"02";"2022";"23:00";"5";"75";"75113";"2";"1";"1";"7";"BOULEVARD MASSENA";"48,8220700000";"2,3705480000"
"202200018454";"28";"05";"2022";"10:30";"1";"42";"42259";"1";"1";"1";"6";"Route du Munat";"45,5400000000";"4,5999000000"
"202200018455";"10";"11";"2022";"04:00";"5";"45";"45234";"2";"1";"1";"6";"232 Rue du Faubourg Saint-Vincent";"47,9170000000";"1,9172000000"
"202200018456";"2";"02";"2022";"20:10";"5";"75";"75101";"2";"2";"1";"6";"BOULEVARD DE SEBASTOPOL";"48,8619820000";"2,3501720000"
"202200018457";"27";"05";"2022";"17:30";"1";"42";"42218";"2";"1";"1";"2";"Rue Jean Baptiste Ogier";"45,4401200000";"4,4284300000"
"202200018458";"29";"05";"2022";"00:05";"5";"38";"38185";"2";"2";"1";"7";"REYNOARD (AV. M.)";"45,1646500000";"5,7286700000"
"202200018459";"2";"02";"2022";"08:25";"1";"94";"94081";"2";"2";"2";"3";"Avenue Rouget de Lisle";"48,7780300000";"2,3964300000"
"202200018460";"28";"07";"2022";"08:50";"1";"95";"95306";"1";"1";"1";"4";" A15";"49,0068081517";"2,1626999974"
"202200018461";"10";"11";"2022";"11:50";"1";"42";"42186";"2";"1";"1";"2";"Rue Emile Zola";"45,5335460069";"4,6286325930"
"202200018462";"27";"05";"2022";"14:30";"1";"37";"37261";"2";"1";"1";"6";"GRAMMONT (AVENUE DE)";"47,3885405259";"0,6893947721"
"202200018463";"1";"02";"2022";"05:35";"5";"94";"94081";"2";"9";"2";"6";"COMMUNE DE PARIS (AV DE LA)";"48,7826800000";"2,3938800000"
"202200018464";"27";"05";"2022";"09:45";"1";"37";"37208";"2";"1";"1";"7";"BEAUGAILLARD (AVENUE)";"47,3633718021";"0,7193899155"
"202200018465";"6";"11";"2022";"09:15";"1";"42";"42207";"2";"4";"1";"1";"Route de Cellieu";"45,4836500000";"4,5167700000"
"202200018466";"2";"02";"2022";"11:15";"1";"94";"94078";"2";"1";"1";"6";"Place Pierre Semard";"48,7305700000";"2,4468700000"
"202200018467";"28";"07";"2022";"09:00";"1";"95";"95306";"1";"1";"1";"4";" A15";"48,9998214845";"2,1746975183"
"202200018468";"27";"05";"2022";"02:25";"5";"37";"37214";"2";"2";"1";"3";"LANDE (RUE DE LA)";"47,4197500000";"0,6651400000"
"202200018469";"2";"02";"2022";"15:20";"1";"94";"94058";"2";"3";"1";"1";"Avenue Gabriel Péri";"48,8373600000";"2,5002000000"
"202200018470";"28";"07";"2022";"07:55";"1";"92";"92036";"1";"1";"1";"3";"AUTOROUTE A15";"48,9452569232";"2,2843730158"
"202200018471";"22";"10";"2022";"17:45";"1";"42";"42218";"2";"1";"1";"6";"Boulevard Pasteur";"45,4136600000";"4,3952100000"
"202200018472";"28";"05";"2022";"16:10";"1";"35";"35238";"2";"3";"1";"3";"VERN (DE)";"48,1007689502";" -1,6589070484"
"202200018473";"28";"07";"2022";"03:10";"3";"95";"95424";"1";"9";"1";"7";" A15";"48,9897209915";"2,1983036399"
"202200018474";"2";"02";"2022";"09:20";"1";"94";"94052";"2";"3";"2";"6";"Boulevard de la Marne";"48,8320700000";"2,4765400000"
"202200018475";"14";"11";"2022";"07:30";"1";"42";"42044";"2";"2";"1";"1";"Rue de la Malafolie";"45,3940700000";"4,3030300000"
"202200018476";"1";"02";"2022";"11:50";"1";"94";"94034";"2";"1";"1";"3";"52 Boulevard Pasteur";"48,7566100000";"2,3149600000"
"202200018477";"28";"07";"2022";"18:15";"1";"75";"75112";"1";"1";"1";"2";"A4";"48,8195712373";"2,4590277672"
"202200018478";"26";"05";"2022";"19:20";"1";"35";"35238";"2";"3";"1";"3";"FOUGERES (RUE DE)";"48,1235400000";" -1,6595500000"
"202200018479";"2";"02";"2022";"12:42";"1";"94";"94018";"2";"1";"1";"3";"16 Quai de Bercy";"48,8254730000";"2,3931090000"
"202200018480";"10";"11";"2022";"22:45";"5";"38";"38169";"2";"3";"1";"3";"BOULEVARD JOLIOT-CURIE";"45,1967200000";"5,6937900000"
"202200018481";"28";"05";"2022";"05:25";"5";"33";"33063";"2";"8";"1";"3";"Place Bir Hakeim";"44,8365070390";" -0,5656953156"
"202200018482";"28";"07";"2022";"16:00";"1";"94";"94073";"1";"1";"1";"3";"A86 INT";"48,7715133249";"2,3920170109"
"202200018483";"1";"02";"2022";"18:20";"5";"94";"94071";"2";"1";"2";"7";"Route de la Queue-En-Brie";"48,7646100000";"2,5380270000"
"202200018484";"10";"11";"2022";"18:21";"5";"38";"38516";"2";"1";"1";"6";"GRANDE RUE (RUE)     67-46 A FIN";"45,2046300000";"5,7378400000"
